Start Date,1/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000660 KS Equity,005380 KS Equity,005930 KS Equity,0170016D US Corp,035420 KS Equity,035720 KS Equity,051910 KS Equity,207940 KS Equity,6501 JT Equity,7974 JP Equity,8TRA GR Equity,9984 JT Equity,AAPL US Equity,ABBV US Equity,ABT US Equity,ADBE US Equity,AFRM US Equity,ALIZF US Equity,AMAT US Equity,AMD US Equity,AMT US Equity,AMZN US Equity,ANET US Equity,ANT US Equity,APD US Equity,APH US Equity,APO US Equity,ARES US Equity,ASAN US Equity,ASML US Equity,AVGO US Equity,AXP US Equity,AZN US Equity,BA US Equity,BABA US Equity,BAC US Equity,BAM US Equity,BIDU US Equity,BILI US Equity,BILL US Equity,BIO US Equity,BLK US Equity,BP US Equity,BRK/B US Equity,BX US Equity,BYDDF US Equity,CAJPY US Equity,CAT US Equity,CBOE US Equity,USU1718RAD09 Corp,CME US Equity,COIN US Equity,CRM US Equity,CRWD US Equity,CSCO US Equity,USU1268FAB41 Corp,CVX US Equity,DDOG US Equity,DE US Equity,DIS US Equity,DOCU US Equity,DUK US Equity,EADSY US Equity,FANUY US Equity,FRCOY US Equity,FSLY US Equity,GE US Equity,GOOGL US Equity,GRAB US Equity,GS US Equity,HD US Equity,HDB US Equity,HMC US Equity,HOOD US Equity,HSBC US Equity,HTHIY US Equity,HUBS US Equity,IBM US Equity,IBN US Equity,ICE US Equity,INF US Equity,INFY US Equity,INTC US Equity,IQ US Equity,ITOCY US Equity,J US Equity,BL484563 Corp,JBL US Equity,JD US Equity,JNJ US Equity,JPM US Equity,KAOCF US Equity,KKR US Equity,KO US Equity,KSPI US Equity,KUASF US Equity,KYCCF US Equity,LI US Equity,LIN US Equity,LLY US Equity,LMT US Equity,BL458894@BVAL Corp,LRCX US Equity,MA US Equity,MARUY US Equity,MBFJF US Equity,MC US Equity,MCD US Equity,MCO US Equity,MELI US Equity,META US Equity,MFG US Equity,MITEY US Equity,MITSY US Equity,MKTX US Equity,MMM US Equity,MPNGF US Equity,MQ US Equity,MRAAY US Equity,MRK US Equity,MS US Equity,MSBHF US Equity,MSCI US Equity,MSFT US Equity,MU US Equity,NDAQ US Equity,NEE US Equity,NET US Equity,NFLX US Equity,NIO US Equity,NJDCY US Equity,NOW US Equity,NSRGY US Equity,NTES US Equity,NTRS US Equity,NU US Equity,NVDA US Equity,NVO US Equity,NVS US Equity,OKTA US Equity,OR US Equity,ORCL US Equity,PAGS US Equity,BBG000C31ZH2 Equity,PANW US Equity,PCOR US Equity,PDD US Equity,PFE US Equity,PG US Equity,PYPL US Equity,QCOM US Equity,BBG003TCRRN1 Equity,RELIANCE IN Equity,RHHBY US Equity,RKUNY US Equity,RMSG US Equity,RTX US Equity,SAIL US Equity,SAP GR Equity,SAP US Equity,SE US Equity,SFTBF US Equity,SHEL US Equity,SHOP US Equity,SIEGY US Equity,SMCAY US Equity,SMCI US Equity,SMFG US Equity,SNOW US Equity,SNPS US Equity,SNY US Equity,SNYFX US Equity,SOFI US Equity,SONY US Equity,SPGI US Equity,SPOT US Equity,SQM US Equity,SSDOY US Equity,STNE US Equity,STT US Equity,SUMCF US Equity,SVNDY US Equity,T US Equity,TAK US Equity,TCEHY US Equity,TCOM US Equity,TEAM US Equity,TKPHF US Equity,TM US Equity,TME US Equity,TMO US Equity,TOST US Equity,TSLA US Equity,TSM US Equity,TTDKY US Equity,TTE US Equity,TW US Equity,TWLO US Equity,TXN US Equity,UL US Equity,UNH US Equity,UPS US Equity,V US Equity,BL4727162 Corp,VIRT US Equity,VZ US Equity,WB US Equity,BBG000GPXKX9 Equity,WDAY US Equity,WMT US Equity,WORK US Equity,XIACF US Equity,XOM US Equity,XPEV US Equity,YNDX19 US Equity,ZM US Equity,ZS US Equity
2/28/2019,70000,126500,45100,,133000,20700,390500,535497,667,3044,#N/A N/A,1285,43.2875,79.24,77.62,262.5,#N/A N/A,220.61,38.34,23.53,176.15,81.992,17.8281,#N/A N/A,181.18,23.4925,29.3,23.62,#N/A N/A,182.87,27.536,107.74,81.9152,439.96,183.03,29.08,#N/A N/A,162.54,18.98,#N/A N/A,270.9,443.22,42.65,201.3,33.39,2.14,28.8,137.34,95.91,#N/A N/A,181.91,#N/A N/A,163.65,#N/A N/A,51.77,#N/A N/A,119.58,#N/A N/A,164.04,112.84,55.15,89.66,32.16,16.54,15.6617,#N/A N/A,51.7294,56.328,#N/A N/A,196.7,185.14,25.28,28.27,#N/A N/A,40.83,6.018,168.38,131.9368,9.86,77.15,12.01,10.72,52.96,27.16,3.617,60.9743,#N/A N/A,28.4,27.71,136.64,104.36,74.32,22.23,45.34,#N/A N/A,#N/A N/A,292.25,#N/A N/A,173.24,126.29,309.41,#N/A N/A,17.609,224.77,72.65,5.1,44.61,183.84,173.12,458.79,161.45,3.11,17.155,157.585,243.88,173.394,6.3,#N/A N/A,8.6667,77.5121,41.98,9.6867,184.72,112.03,40.88,30.5233,46.93,#N/A N/A,35.81,9.57,7.5688,47.89,90.33,44.644,93.2,#N/A N/A,3.8565,24.475,76.033,84.88,11.21,52.13,28.13,29.3,41.045,#N/A N/A,29.94,41.0936,98.55,98.07,53.39,16.13,555.49,34.65,7.945,#N/A N/A,74.122,#N/A N/A,94.1,107.13,21.5,11.625,62.21,18.915,54.59,17.5,1.912,7.14,#N/A N/A,101.68,41.6,#N/A N/A,#N/A N/A,9.3595,200.37,140.14,40.927,66.48,30.41,71.87,12.8,14.6533,23.4886,20.06,42.81,34.13,107.48,40,121.04,18.02,259.57,#N/A N/A,21.3253,39.05,5.2113,56.24,#N/A N/A,121.69,105.78,56.9099,242.22,110.2,148.12,#N/A N/A,25.14,56.92,72.25,233.28,197.93,32.9967,#N/A N/A,1.539,79.03,#N/A N/A,#N/A N/A,#N/A N/A,49.68
3/30/2019,74200,119500,44650,,124000,20700,366000,455030,717,3156,#N/A N/A,1343.1,47.4875,80.59,79.94,266.49,#N/A N/A,220.49,39.66,25.52,197.06,89.038,19.6538,#N/A N/A,190.96,23.61,28.25,23.21,#N/A N/A,188.05,30.071,109.3,84.015,381.42,182.45,27.59,#N/A N/A,164.85,18.95,#N/A N/A,305.68,427.37,43.72,200.89,34.97,2.0233,29.04,135.49,95.44,#N/A N/A,164.58,#N/A N/A,158.37,#N/A N/A,53.99,#N/A N/A,123.18,#N/A N/A,159.84,111.03,51.84,90,33.11,17.04,15.65,#N/A N/A,49.7379,58.845,#N/A N/A,191.99,191.89,28.9775,27.17,#N/A N/A,40.58,6.4865,166.21,134.7736,11.46,76.14,12.32,10.93,53.7,23.92,3.6135,62.1396,#N/A N/A,26.59,30.15,139.79,101.23,78,23.49,46.86,#N/A N/A,#N/A N/A,312.05,#N/A N/A,175.93,129.76,300.16,#N/A N/A,17.901,235.45,70.47,5.165,41.61,189.9,181.09,507.73,166.69,3.06,18.08,155.543,246.08,173.72,6.8,#N/A N/A,8.3667,79.3048,42.2,9.6667,198.84,117.94,41.33,29.1633,48.33,#N/A N/A,35.656,5.1,7.97,49.3,95.32,48.29,90.41,#N/A N/A,4.489,26.155,80.1251,82.73,11.24,53.71,29.85,33,40.48,#N/A N/A,24.8,40.2594,104.05,103.84,57.03,14.67,615.15,34.39,9.5,#N/A N/A,76.021,#N/A N/A,102.78,115.46,23.52,12.2175,62.59,20.662,53.75,18.81,2.1128,7.03,#N/A N/A,115.15,44.28,#N/A N/A,#N/A N/A,8.2381,210.55,138.8,38.1668,72.325,41.11,65.81,11.88,12.5467,23.6698,20.37,45.98,43.69,112.39,41.815,118.02,18.1,273.72,#N/A N/A,18.6573,40.96,5.2333,56.25,#N/A N/A,129.18,106.07,61.7103,247.26,111.74,156.19,#N/A N/A,23.75,59.13,61.99,246.59,192.85,32.51,#N/A N/A,1.45,80.8,#N/A N/A,#N/A N/A,#N/A N/A,70.93
4/30/2019,79000,138500,45850,,119500,24000,361000,484226,737.8,3800,#N/A N/A,1444.4,50.1675,79.39,79.56,289.25,#N/A N/A,240.735,44.07,27.63,195.3,96.326,19.5181,#N/A N/A,205.79,24.89,32.69,24.45,#N/A N/A,208.82,31.84,117.23,74.775,377.69,185.57,30.58,#N/A N/A,166.23,17.8,#N/A N/A,300.93,485.24,43.73,216.71,39.46,2.26,27.68,139.42,101.61,#N/A N/A,178.9,#N/A N/A,165.35,#N/A N/A,55.95,#N/A N/A,120.06,#N/A N/A,165.63,136.97,56.67,91.12,34.25,18.68,19.2633,#N/A N/A,50.6341,59.948,#N/A N/A,205.92,203.7,28.6625,27.89,#N/A N/A,43.57,6.6625,184.49,133.9809,11.45,81.35,12.55,10.76,51.04,22.11,3.624,64.4123,#N/A N/A,30.21,30.27,141.2,116.05,78,24.45,49.06,#N/A N/A,#N/A N/A,310.81,#N/A N/A,180.26,117.04,333.33,#N/A N/A,20.743,254.24,72.1,4.93,40.95,197.57,196.62,484.14,193.4,3.14,16.85,161.38,278.33,158.445,7.16,#N/A N/A,8.1567,75.052,48.25,9.2033,225.38,130.6,42.06,30.7333,48.61,#N/A N/A,37.054,4.85,8.925,54.3,96.53,56.906,98.55,#N/A N/A,4.525,24.505,77.9033,104.03,11.3,55.33,26.06,34.71,41.472,#N/A N/A,22.23,38.4962,106.48,112.77,86.13,15.11,628.48,33.06,11.22,#N/A N/A,84.113,#N/A N/A,114.54,128.86,24.89,13.375,63.53,24.353,60,20.77,2.242,7.29,#N/A N/A,121.08,43.73,#N/A N/A,#N/A N/A,9.8237,220.66,135.77,35.3867,78.695,28.79,67.66,12.87,11.4733,23.3679,18.28,49.24,44.05,110.15,36.15,123.6,17.2,277.45,#N/A N/A,15.9127,43.82,5.7933,54.11,40.25,137.14,117.83,65.0032,233.07,106.22,164.43,#N/A N/A,24.58,57.19,68.5,260.95,205.63,34.28,#N/A N/A,1.55,80.28,#N/A N/A,#N/A N/A,72.47,68.31
5/31/2019,65300,134500,42500,,111500,24900,333000,427258,737.2,3870,#N/A N/A,1281.3,43.7675,76.71,76.13,270.9,#N/A N/A,219.9,38.69,27.41,208.77,88.754,15.2869,#N/A N/A,203.59,21.75,29.41,25.69,#N/A N/A,188.05,25.164,114.71,72.75,341.61,149.26,26.6,#N/A N/A,110,13.5,#N/A N/A,286.93,415.56,40.72,197.42,37.85,1.9367,28.02,119.81,108.54,#N/A N/A,192.12,#N/A N/A,151.41,#N/A N/A,52.03,#N/A N/A,113.85,#N/A N/A,140.17,132.04,56.06,85.61,32.02,16.81,19.1333,20.8,46.9996,55.325,#N/A N/A,182.49,189.85,31.04,24.61,#N/A N/A,40.77,6.775,173.28,121.2963,12,82.21,12.14,10.47,44.04,18.23,3.677,62.2222,#N/A N/A,24.59,25.76,131.15,105.96,77.2,22.28,49.13,#N/A N/A,#N/A N/A,280.66,#N/A N/A,180.55,115.94,338.54,#N/A N/A,17.461,251.49,62.55,4.61,31.78,198.27,182.88,570.52,177.47,2.76,18.3,153.61,297.82,133.563,7.81,#N/A N/A,7.1067,75.5288,40.69,8.8667,220.01,123.68,32.61,30.2133,49.5525,#N/A N/A,34.328,3.05,7.7625,52.39,99.16,49.722,85.52,#N/A N/A,3.3865,23.6,81.1339,113.22,10.43,50.6,32.02,29.58,33.357,#N/A N/A,19.42,39.3588,102.91,109.75,66.82,14.57,600.21,32.88,10.33,#N/A N/A,74.494,#N/A N/A,110,123.08,28.44,11.5625,61.81,27.49,56.76,16.34,1.9,6.94,#N/A N/A,116.44,40.43,#N/A N/A,#N/A N/A,9.3614,213.88,125.58,30.1144,71.97,25.2,55.25,11.76,11.18,23.0811,16.97,41.76,34.56,125.88,33.7,117.58,13.24,266.98,#N/A N/A,12.344,38.35,4.5167,52.6,45.09,131.99,104.31,65.1209,241.8,92.92,161.33,#N/A N/A,23.02,54.35,41.52,258.21,204.12,33.8133,#N/A N/A,1.23,70.77,#N/A N/A,#N/A N/A,79.73,68.63
6/29/2019,69500,140000,47000,,114000,26300,354500,455742,789.8,3949,26.4,1291.3,49.48,72.72,84.1,294.65,#N/A N/A,239.15,44.91,30.37,204.45,94.682,16.2263,#N/A N/A,226.37,23.985,34.3,26.17,#N/A N/A,207.93,28.786,123.44,82.76,364.01,169.45,29,#N/A N/A,117.36,16.27,#N/A N/A,312.59,469.3,41.7,213.17,44.42,2.01,29.27,136.29,103.63,#N/A N/A,194.11,#N/A N/A,151.73,68.29,54.73,#N/A N/A,124.44,#N/A N/A,165.71,139.64,49.71,88.24,35.36,18.48,20.1633,20.28,52.2771,54.14,#N/A N/A,204.6,207.97,32.51,25.84,#N/A N/A,41.74,7.358,170.52,131.7171,12.59,85.94,12.8,10.7,47.87,20.65,3.813,69.7428,#N/A N/A,31.6,30.29,139.28,111.8,76,25.27,50.92,#N/A N/A,#N/A N/A,305.54,#N/A N/A,200.8,110.79,363.54,#N/A N/A,18.784,264.53,66.636,4.81,34.95,207.66,195.31,611.77,193,2.88,18.52,163.135,321.42,144.925,8.85,#N/A N/A,7.4667,79.9532,43.81,8.59,238.79,133.96,38.59,32.0567,51.215,#N/A N/A,36.732,2.55,8.5675,54.91,103.4,51.154,90,#N/A N/A,4.1057,25.52,86.5055,123.51,10.44,56.97,38.97,31.77,33.96,#N/A N/A,20.63,41.0652,109.65,114.46,76.07,14.9,565.44,35.1,11.99,#N/A N/A,76.794,#N/A N/A,120.26,136.8,33.22,12,65.07,30.015,59.66,18.69,1.935,7.06,#N/A N/A,128.69,43.27,#N/A N/A,#N/A N/A,10.2176,227.79,146.22,30.8889,75.69,29.58,56.06,10.98,11.2467,25.2925,17.7,45.26,36.91,130.84,35.04,123.99,14.99,293.68,#N/A N/A,14.8973,39.17,5.1687,55.65,43.81,136.35,114.76,66.2541,244.01,103.27,173.55,#N/A N/A,21.78,57.13,43.55,280.85,205.58,36.83,37.5,1.29,76.63,#N/A N/A,#N/A N/A,88.79,76.64
7/31/2019,76900,126500,45350,,138000,25400,337500,398774,778.4,4010,24.915,1407,53.26,66.62,87.1,298.86,#N/A N/A,235.1,49.37,30.45,211.62,93.339,17.0906,#N/A N/A,228.27,23.33,33,29.25,#N/A N/A,222.81,28.999,124.37,87.35,341.18,173.11,30.68,#N/A N/A,111.7,15.15,#N/A N/A,314.9,467.68,39.74,205.43,47.98,2.0833,27.1,131.67,109.31,#N/A N/A,194.42,#N/A N/A,154.5,89.07,55.4,#N/A N/A,123.11,#N/A N/A,165.65,143.01,51.72,86.72,35.36,17.77,20.06,21.7,52.0281,60.91,#N/A N/A,220.13,213.69,28.745,24.88,#N/A N/A,40.16,7.0935,178.72,141.5935,12.21,87.86,13.09,11.32,50.55,18.59,3.815,68.1891,#N/A N/A,30.88,29.91,130.22,116,77.6,26.75,52.63,#N/A N/A,#N/A N/A,288.28,#N/A N/A,191.28,108.95,362.17,#N/A N/A,20.861,272.27,65.79,4.9,36.44,210.72,214.34,621.42,194.23,2.84,18.35,163.29,337.04,146.079,8.1,#N/A N/A,7.7933,79.1331,44.56,8.7367,227.24,136.27,44.89,32.1233,51.7925,#N/A N/A,32.299,3.47,8.375,55.48,106.08,46.164,98,#N/A N/A,4.218,23.96,86.7613,130.83,11.8,56.3,43.48,31.13,37.757,#N/A N/A,22.27,36.8183,118.04,110.4,73.16,15.37,526.25,33.55,10.2,#N/A N/A,78.799,#N/A N/A,111.3,123.03,35.1,12.9925,62.89,31.788,54.7,18.01,1.831,6.96,#N/A N/A,132.76,41.7,#N/A N/A,#N/A N/A,11.0894,244.95,154.94,29.2804,74.08,35.01,58.09,14.1348,11.3533,25.7001,17.6,46.5,38.98,140.12,34.97,129.05,14.27,277.68,#N/A N/A,16.1073,42.63,5.3737,53.2,47.36,139.11,125.01,64.2762,249.01,119.47,178,#N/A N/A,21.68,55.27,39.17,284.17,199.98,36.7933,33.42,1.158,74.36,#N/A N/A,#N/A N/A,95.51,84.27
8/31/2019,77400,128500,44000,,146500,26900,330500,383108,725.8,4029,22.67,1206,52.185,65.74,85.32,284.51,#N/A N/A,218.39,48.02,31.45,230.19,88.815,14.1638,#N/A N/A,225.92,21.885,37.73,29.1,#N/A N/A,222.61,28.264,120.37,89.95,364.09,175.03,27.51,#N/A N/A,104.47,14.05,#N/A N/A,337.71,422.56,36.95,203.41,49.76,1.7367,25.9,119,119.16,#N/A N/A,217.29,#N/A N/A,156.07,81.28,46.81,#N/A N/A,117.72,#N/A N/A,154.91,137.26,46.69,92.74,34.42,17.23,19.4967,31.6,41.0748,59.527,#N/A N/A,203.91,227.91,26.95,23.66,#N/A N/A,35.9,6.803,199.68,129.4534,11.23,93.48,13.31,11.49,47.41,18.29,3.973,73.4369,#N/A N/A,28.81,30.5,128.36,109.86,72.3,25.84,55.04,#N/A N/A,#N/A N/A,293.47,#N/A N/A,188.91,112.97,384.11,#N/A N/A,21.051,281.37,63.81,4.7,33.53,217.97,215.58,594.6,185.67,2.93,19.1,156.75,397.62,135.21,9.435,#N/A N/A,6.9067,82.4514,41.49,8.25,234.63,137.86,45.27,33.28,54.77,#N/A N/A,29.375,2.86,8.16,52.37,112.39,51,87.93,#N/A N/A,4.1877,26.055,85.3687,126.5,12.73,52.06,49.96,20.65,33.937,#N/A N/A,32.77,33.6996,120.23,109.05,77.77,14.68,563.39,34.18,9.4,#N/A N/A,76.817,#N/A N/A,108.18,119.15,32.12,11.3,55.6,38.539,49.91,18.784,1.89,6.51,#N/A N/A,141.81,42.95,#N/A N/A,#N/A N/A,11.0992,260.19,134.95,24.4649,81.6,30.08,51.31,11.777,11.7733,26.6134,16.86,41.27,32.38,134.51,32.25,130.63,13.3,287.06,#N/A N/A,15.0407,42.63,5.3267,49.24,42.59,130.47,123.75,67.5478,234,118.66,180.82,#N/A N/A,18.8,58.16,41.37,298.4,177.28,38.0867,28.64,1.09,68.48,#N/A N/A,16772,91.67,68.74
9/30/2019,82200,134000,49050,,157000,27100,299500,437939,804.6,4002,24.39,1060,55.9925,75.72,83.67,276.25,#N/A N/A,231.18,49.9,28.99,221.13,86.796,14.9325,#N/A N/A,221.86,24.125,37.82,26.81,#N/A N/A,248.42,27.607,118.28,90.65,380.47,167.23,29.17,#N/A N/A,102.76,14.12,#N/A N/A,332.74,445.64,37.99,208.02,48.84,1.6733,26.7,126.31,114.91,#N/A N/A,211.34,#N/A N/A,148.44,58.31,49.41,#N/A N/A,118.6,33.91,168.68,130.32,61.92,95.86,32.47,18.82,19.8,24,44.5102,61.057,#N/A N/A,207.23,232.02,28.525,26.08,#N/A N/A,38.27,7.473,151.61,138.8999,12.18,92.27,13.72,11.37,51.53,16.13,4.132,75.6187,#N/A N/A,35.77,28.21,129.38,117.69,73,26.85,54.44,#N/A N/A,#N/A N/A,310.475,#N/A N/A,193.72,111.83,390.06,#N/A N/A,23.111,271.57,69.9,5.13,32.85,214.71,204.83,551.23,178.08,3.07,19.34,164.29,327.5,137.451,10.25,#N/A N/A,8.03,80.2678,42.67,8.25,217.75,139.03,42.85,33.1167,58.2475,18.57,26.762,1.56,8.45,50.77,108.4,53.236,93.32,#N/A N/A,4.3518,25.85,82.3276,98.46,9.3,55.03,46.31,21.33,33.972,#N/A N/A,32.22,34.0598,124.38,103.59,76.28,15.92,601.16,36.45,9.81,#N/A N/A,80.521,#N/A N/A,107.96,117.87,30.95,9.8112,58.85,31.166,53.585,21.85,1.92,6.84,#N/A N/A,137.25,46.33,#N/A N/A,#N/A N/A,11.5321,244.98,114,27.5925,80.43,34.78,59.19,13.7566,12.7733,28.5607,17.2,41.63,29.29,125.44,34.0825,134.49,12.77,291.27,#N/A N/A,16.058,46.48,5.9933,51.55,36.98,109.96,129.24,64.2549,217.32,119.82,172.01,#N/A N/A,16.36,60.36,44.75,286.78,169.96,39.56,23.73,1.13,70.61,#N/A N/A,17412,76.2,47.26
10/31/2019,82000,122000,50400,,164000,28300,307500,567541,813.8,3862,23.055,1047.5,62.19,79.55,83.61,277.93,#N/A N/A,247.4,54.26,33.93,218.08,88.833,15.2856,#N/A N/A,213.26,25.0825,41.16,29.57,#N/A N/A,261.97,29.285,117.28,95.7,339.91,176.67,31.27,#N/A N/A,101.85,15.79,#N/A N/A,331.62,461.7,37.91,212.58,53.16,1.5717,27.1,137.8,115.15,#N/A N/A,205.75,#N/A N/A,156.49,49.91,47.51,#N/A N/A,116.14,33.59,174.14,129.92,66.19,94.26,35.9,19.64,20.4833,20.02,49.6881,62.94,#N/A N/A,213.38,234.58,30.545,26.97,#N/A N/A,37.79,7.456,155.1,127.7341,13.03,94.32,13.87,9.59,56.53,17.43,4.178,77.3377,#N/A N/A,36.82,31.15,132.04,124.92,76.6565,28.83,54.43,#N/A N/A,#N/A N/A,317.25,#N/A N/A,198.35,113.95,376.68,#N/A N/A,27.104,276.81,70.3,5.265,35.68,196.7,220.69,521.52,191.65,3.13,19.34,171.383,368.59,137.944,11.87,#N/A N/A,9.0933,82.6326,46.05,8.3585,234.56,143.37,47.55,33.2567,59.585,16.84,28.741,1.45,9.225,49.45,107.16,57.172,99.68,#N/A N/A,5.0255,27.61,82.8392,109.07,9.84,54.49,37.08,23.96,37.898,#N/A N/A,40.88,36.3728,124.51,104.1,80.44,15.83,660.77,37.62,9.58,#N/A N/A,84.686,#N/A N/A,119.22,132.58,29.76,9.535,57.97,31.357,57.73,21.58,2.068,7.1,#N/A N/A,135.75,46.08,#N/A N/A,#N/A N/A,11.8637,257.99,144.3,26.9868,81.5,36.79,66.07,16.69,12.56,29.0513,17.97,40.5,32.99,120.79,36,138.55,13.84,301.98,#N/A N/A,20.9947,51.63,6.834,52.35,41.75,96.56,117.99,64.2655,252.7,115.17,178.86,#N/A N/A,16.96,60.47,49.19,294.22,162.16,39.0867,22,1.14,67.57,#N/A N/A,16725,69.89,43.98
11/30/2019,80900,121000,50300,,172000,31100,306500,560420,860,4235,24.76,1063.3,66.8125,87.73,85.45,309.53,#N/A N/A,237.25,57.9,39.15,214.03,90.04,12.1956,#N/A N/A,236.33,26,43.8,33.09,#N/A N/A,270.62,31.621,120.12,97,366.18,200,33.32,#N/A N/A,118.53,17.28,#N/A N/A,369.38,494.91,37.42,220.3,54.22,1.5903,27.64,144.73,118.9,#N/A N/A,202.73,#N/A N/A,162.89,58,45.31,#N/A N/A,117.13,40.77,168.05,151.58,71.21,88.17,36.75,19.0675,20.3433,20.41,56.1107,65.204,#N/A N/A,221.35,220.51,30.875,28.12,#N/A N/A,37.26,7.87,151,128.4218,14.09,94.17,13.58,9.83,58.05,19.15,4.453,76.1063,#N/A N/A,38.84,32.65,137.49,131.76,76.6565,29.49,53.4,#N/A N/A,#N/A N/A,339.76,#N/A N/A,206.21,117.35,391.03,#N/A N/A,26.683,292.23,73.83,5.3428,32.96,194.48,226.67,580.58,201.64,3.12,18.34,177.61,403.82,141.94,13.18,#N/A N/A,9.6333,83.1284,49.48,8.3585,259.19,151.38,47.51,34.9333,58.455,19.48,31.466,2.27,9.2734,56.61,103.94,63.064,107.24,#N/A N/A,5.4185,28.075,87.4435,129.78,8.78,56.14,33.94,24.26,37.87,#N/A N/A,35.95,36.515,122.06,108.01,83.55,15.77,699.93,38.57,8.595,#N/A N/A,87.493,#N/A N/A,123.26,135.95,37.04,9.74,57.49,33.675,64.44,22.55,2.13,7.31,#N/A N/A,141.04,46.68,#N/A N/A,#N/A N/A,12.3805,264.65,142.55,23.6606,72.46,40.98,75.1,15.96,12.398,28.2135,20.3,42.15,33.24,127.11,41.3025,140.21,12.43,313.95,#N/A N/A,21.996,53.09,7.0547,53,44.73,103.28,120.21,63.6027,279.87,119.73,184.51,#N/A N/A,16.6,60.24,42.81,306.92,179.12,39.6967,22.82,1.14,68.13,#N/A N/A,14891,74.5,52.13
12/31/2019,94100,120500,55800,,186500,30700,317500,616676,925.2,4397,23.915,1189,73.4125,88.54,86.86,329.81,#N/A N/A,240.5,61.04,45.86,229.82,92.392,12.7125,#N/A N/A,234.99,27.0575,47.71,35.69,#N/A N/A,295.94,31.602,124.49,101,325.76,212.1,35.22,#N/A N/A,126.4,18.62,38.05,370.03,502.7,37.74,226.5,55.94,1.655,27.35,147.68,120,#N/A N/A,200.72,#N/A N/A,162.64,49.87,47.96,#N/A N/A,120.51,37.78,173.26,144.63,74.11,91.21,36.75,18.42,19.8867,20.07,55.5631,66.97,#N/A N/A,229.93,218.38,31.685,28.31,#N/A N/A,39.09,8.443,158.5,128.0302,15.09,92.55,13.95,10.32,59.85,21.11,4.621,74.2386,#N/A N/A,41.33,35.23,145.87,139.4,82.16,29.17,55.35,#N/A N/A,#N/A N/A,358.649,#N/A N/A,212.9,131.43,389.38,#N/A N/A,29.24,298.59,75.534,5.39,31.92,197.61,237.41,571.94,205.25,3.09,19.051,177.185,379.11,147.5,13.1932,#N/A N/A,10.2133,86.7232,51.12,8.3585,258.18,157.7,53.78,35.7,60.54,17.06,32.357,4.02,8.5513,56.46,108.26,61.328,106.24,#N/A N/A,5.8825,28.94,89.7077,115.37,9.71,52.98,34.16,24.83,38.542,#N/A N/A,37.82,37.1406,124.9,108.17,88.23,15.42,683.19,40.66,8.505,#N/A N/A,88.331,#N/A N/A,120.32,133.99,40.22,10.81,58.98,39.758,64.97,22.93,2.402,7.41,#N/A N/A,139.2,50.2,#N/A N/A,#N/A N/A,13.2621,273.05,149.55,26.5003,70.875,39.89,79.1,16.515,12.21,29.4966,19.73,48.01,33.54,120.34,39.65,140.54,11.74,324.87,#N/A N/A,27.8887,58.1,7.5107,55.548,46.35,98.28,128.29,61.1223,293.98,117.06,187.9,#N/A N/A,15.99,61.4,46.35,287.72,164.45,39.6133,22.48,1.38,69.78,#N/A N/A,14891,68.04,46.5
